isosmiles,cmpdname,estimated_sys_score
CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O,Topotecan,6.94993268769562
CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C=C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,Voclosporin,-99.99728854973787
C1CCN(C1)CCOC2=C3COC/C=C/COCC4=CC(=CC=C4)C5=NC(=NC=C5)NC(=C3)C=C2,Pacritinib,-117.58910883698564
CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,Oxytocin,58.27951095606545
CC#CCC(C)[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/C2)O)O,Iloprost,-43.75183174438381
CC[C@H](C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\\C)C,Ivermectin,-140.98164344779096
C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,Dipyridamole,38.76039014680606
CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)C[C@H]6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC,Tetrandrine,-61.77115356323487
CC[C@H](C)[C@@H]1[C@H](CC(=O)O[C@H](C(=O)[C@@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)O[C@@H]([C@@H](C(=O)N1)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]3CCCN3C(=O)C(=O)C)C)CC4=CC=C(C=C4)OC)C)CC(C)C)C)C(C)C)O,Plitidepsin,4.242218368581938
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,Prazosin,126.02697290342104
C[C@H]([C@@H](C(=O)O)N)O,l-Threonine,-4.731745870101543
CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],Zidovudine,15.117812022479672
C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,Resveratrol,51.01449934209443
COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,Curcumin,67.7762365441894
CCC(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C,"6'-Butan-2-yl-21,24-dihydroxy-12-[5-(5-hydroxy-4-methoxy-6-methyloxan-2-yl)oxy-4-methoxy-6-methyloxan-2-yl]oxy-5',11,13,22-tetramethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",-140.98164344779096
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,Quercetin,47.66488912739564
CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O,Ramipril,60.13196504609948
CCC(C)[C@@H]1[C@H](CC[C@@]2(O1)CC3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)OC7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\\C)C.C[C@H]1CC[C@]2(CC3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)OC7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\\C)O[C@@H]1C(C)C,Ivomec,-141.03881632239236
C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\\2[C@@]1(CCC/C2=C\\C=C/3\\C[C@H](CCC3=C)O)C.O,Calcifediol monohydrate,-55.909664209691314
CC[C@H](C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\\C)C.C[C@H]1CC[C@]2(C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\\C)O[C@@H]1C(C)C,Ivermectine,-141.03881632239236
CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4.Cl,Prasugrel hydrochloride,72.46724799230407
CC[C@H]1C[C@H](C[C@H]([C@@H]1O[C@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)C)O)O)O)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@@H](CC4CCCCC4)C(=O)O)NC(=O)C)C(=O)NCCNC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC,Uproleselan,123.0626844764852
CC[C@H](C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@H]([C@H]([C@@H](O7)C)O)OC)OC)\\C)C,"(1R,4S,5'S,6R,6'R,8R,10E,12S,13S,14E,16E,20R,21R,24S)-6'-[(2S)-butan-2-yl]-21,24-dihydroxy-12-[(2R,4R,5S,6S)-5-[(2S,4R,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-5',11,13,22-tetramethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",-140.98164344779096
CC[C@H](C)[C@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\\C)C,"(1R,4S,5'S,6R,6'S,8R,10E,12S,13S,14E,16E,20R,21R,24S)-6'-[(2S)-butan-2-yl]-21,24-dihydroxy-12-[(2R,4S,5S,6S)-5-[(2S,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-5',11,13,22-tetramethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",-140.98164344779096
CC[C@H](C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\\CO[C@H]5[C@@]4([C@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\\C)C,"(1S,4S,5'S,6R,6'R,8R,10E,12S,13S,14E,16E,20R,21R,24S)-6'-[(2S)-butan-2-yl]-21,24-dihydroxy-12-[(2R,4S,5S,6S)-5-[(2S,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-5',11,13,22-tetramethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",-140.98164344779096
C(CC(=O)O)CN,gamma-Aminobutyric acid,-16.64628332678904
CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,Melatonin,116.55576494127328
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,Celecoxib,90.85376902656488
CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,Chlorpromazine,79.00565852200405
CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,Diphenhydramine,58.96385574574448
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,Indomethacin,91.39204223034848
CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,Loratadine,51.7539552770888
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,Hydrocortisone,13.286124702318885
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C,Spironolactone,-47.2044423899801
C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,Prednisone,-31.21975881414693
CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,Progesterone,9.547442182561698
CC1=CC=C(C=C1)S(=O)(=O)N,P-Toluenesulfonamide,43.95734389586888
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)O)O,Alizarin,24.22314304938659
CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C,o-Aminoazotoluene,55.77852144935133
C1=CC(=CC=C1C(=O)O)S(=O)(=O)N,Carzenide,22.796454938413927
C1=CC2=C(NC=C2)N=C1,7-Azaindole,43.27487395955146
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4CCCC4)CCC5=C3C=CC(=C5)O,Estradiol cypionate,38.52134503391757
C1C(=O)NC(=O)N1,Hydantoin,-24.936037010628308
C1=CC=C2C(=C1)C(=NN2)N,1H-Indazol-3-amine,31.70116676640892
CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],Nitazoxanide,102.66511897197216
CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,Simvastatin,-65.12812287338512
CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O.Cl,Deferoxamine hydrochloride,28.03729122635052
C1=CC=C2C(=C1)NC(=N2)CCC(=O)O,Procodazole,59.05605450626523
C1OC2=C(O1)C=C(C=C2)O,Sesamol,27.450969578723708
CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl.OP(=O)(O)O,Tanakan,88.10599228743395
CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,Methotrexate,109.76082607371085
CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)N,Angiotensin II,154.27565014652748
CCCCCCCC/C=C\\CCCCCCCC(=O)O,Oleic acid,28.45506382275745
CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)N1)CCCN)NC(=O)C(C(C)CC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C2CSC(=N2)C(C(C)CC)N)CC(=O)N)CC(=O)O)CC3C=NC=N3)CC4=CC=CC=C4.[Zn],Bacitracin zinc,-19.183407968287234
C/C(=C\\C=C\\C=C(\\C=C\\C=C(\\C(=O)O)/C)/C)/C=C/C=C(/C(=O)O)\\C,Crocetin,-34.78044230589768
C1=CC(=CC2=C1C=CC(=O)O2)O,Umbelliferone,40.2202979851907
C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,Fisetin,35.92644116405729
C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,Myricetin,38.43081692867919
CCC(=O)NS(=O)(=O)C1=CC(=C(C=C1)NC(=O)CC2=C(C(=C(C=C2)Br)OC3=CC(=CC(=C3)C#N)Cl)F)Cl,Elsulfavirine,122.83484029452268
CCC(C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)OC6C[C@@H](C([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\\C)C,Pharmakon1600-01300027,-140.98164344779096
CC(CC/C=C(\\C)/CC/C=C(\\C)/CC/C=C(\\C)/CCC=C(C)C)CCOP(=O)(O)OP(=O)(O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O)O)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O)O)O[C@@H]9[C@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)O)O)NC(=O)C)O)NC(=O)C,(Glc)3(GlcNAc)2(Man)9(PP-Dol)1,100.0848340923162
CC[C@H](C)[C@@H](C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CN(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)C(C)C)CC2=CN(C3=CC=CC=C32)C)CCC(=O)N)CC(=O)O)CC4=CNC5=CC=CC=C54)C)C)CC6=CN=CN6)CCCNC(=N)N)C(=O)N(C)[C@@H]([C@@H](C)CC)C(=O)N)NC(=O)[C@@H](CC7=CC=C(C=C7)O)N,Compstatin analog peptide CP40,70.09444174310887
C1=NC2=C(NC1=O)N=C(NC2=O)N,Isoxanthopterin,21.11642152308649
C1=CC=C2C(=C1)C(=O)NC(=N2)N,2-Amino-3H-quinazolin-4-one,38.23852727201625
C1=CC(=CC=C1C(=O)O)O,4-Hydroxybenzoic acid,9.205949994054766
C1=CC=C(C=C1)CO,Benzyl Alcohol,30.89379261466763
C(C(=O)O)C(CC(=O)O)(C(=O)O)O,Citric acid,2.1818886599363334
C1=CC(=CC(=C1)Cl)C(=O)O,3-Chlorobenzoic acid,22.625310943584555
C1=C(NC=N1)CCN,Histamine,6.913311932999687
CCCCCCCCCCCCCCCC(=O)O,Palmitic acid,26.834174569268804
OP(=O)(O)OP(=O)(O)O,Pyrophosphoric acid,13.493248687825607
C1=CN=C(C=N1)C(=O)N,Pyrazinamide,32.58283326345998
O[Se](=O)O,Selenious acid,8.752242536971433
C(CC(=O)O)C(=O)O,Succinic acid,5.4125483074569125
CC1=CC(=NC=C1)N,2-Amino-4-methylpyridine,25.33712252402792
COC1=C(C=CC(=C1)CC(=O)O)O,Homovanillic acid,36.94502874186493
CC(=O)NC1=CC=C(C=C1)O,Acetaminophen,48.04889868482046
CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,Salbutamol,40.74102708725986
C1C2CC3CC1CC(C2)(C3)N,Amantadine,-9.66599331544372
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,Amiodarone,93.7108249341947
CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,Amlodipine,36.18206278756072
COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,Berberine,36.16143922096586
CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,Bicalutamide,107.18660332178872
CN(CC1=C(C(=CC(=C1)Br)Br)N)C2CCCCC2,Bromhexine,59.55211688225496
CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,Verapamil,114.19063538550157
CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,Candesartan cilexetil,49.88530552677333
CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,Candesartan,22.53732174612686
CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,Chlordiazepoxide,-12.066493678110776
C1=CC2=C(C=C1Cl)NC(=O)O2,Chlorzoxazone,41.83947502450881
CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,Clofazimine,74.36542121633822
C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,Clonidine,25.17757498543516
CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,Cyproheptadine,-12.834111667960409
C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,Dapsone,51.16283783824427
CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O,Deferoxamine,28.03729122635052
CCN(CC)C(=S)SSC(=S)N(CC)CC,Disulfiram,19.702362367578587
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,Doxazosin,133.02391960619298
C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2,Ebselen,29.46410886404946
C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,Famotidine,66.54689080548049
CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,Fenofibrate,106.75852068050573
C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,Fluconazole,50.727587645414175
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,Fluoxetine,71.28567417526983
CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,Formoterol,88.01254968931919
CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C,Ibudilast,58.049803061866605
CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,Lidocaine,81.58642957853975
CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,Irbesartan,8.110582045231071
CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,Sporanox,112.06529398005593
CNC1(CCCCC1=O)C2=CC=CC=C2Cl,Ketamine,6.196054958215448
CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,Ketotifen,-13.578360831265323
C1=COC(=C1)CNC2=NC=NC3=C2NC=N3,Kinetin,81.06273522086147
CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,Leflunomide,96.36638344560232
CC1=NN(C(=O)C1)C2=CC=CC=C2,Edaravone,23.83463259411218
C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,Mefloquine,27.53145639797444
CN(C)C(=N)N=C(N)N,Metformin,-2.203189156743331
CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,Midazolam,19.19030916988582
C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,Modafinil,52.72153164611706
C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,Niclosamide,119.10230179295576
C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],Nitroglycerin,9.94718998278722
CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,Omeprazole,97.3308211934595
C1=CC(=C(C=C1N)O)C(=O)O,4-Aminosalicylic acid,15.041437748812204
CCCCCCCCCCCCCCCC(=O)NCCO,Palmitoylethanolamide,84.78772992374816
CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,Pentoxifylline,90.2875291447159
CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,Pioglitazone,102.8794388079232
CC(C)C1=C(C(=CC=C1)C(C)C)O,Propofol,29.17803817504356
C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,Quetiapine,68.9117162956399
C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,Raloxifene,121.82593472124024
C1=CC=C2C(=C1)C(=O)NS2(=O)=O,Saccharin,-3.723693578959732
C1=CC=C(C(=C1)C(=O)N)O,Salicylamide,36.19392601668105
C(OC(C(F)(F)F)C(F)(F)F)F,Sevoflurane,2.616368962877523
CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,Sulfamethoxazole,90.9643282810492
C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Sulfapyridine,91.47516381403824
C1CC(CCC1CN)C(=O)O,Tranexamic acid,-16.44061227360006
C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,Prednisolone,-28.031099383074253
C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,D-Glucose,5.909014327603989
C([C@@H](C(=O)O)N)S,Cysteine,-9.551245135700151
C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O,Liothyronine,42.58753779320829
C([C@@H](C(=O)O)N)O,Serine,-2.225268421863336
C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,Uridine-5'-monophosphate,29.64548116939016
C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,Tyrosine,28.50997215743126
C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O,Cyclic AMP,-14.234997484870345
CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-],Methylene blue,60.02123180932584
CC(C)C[C@@H](C(=O)O)N,Leucine,5.82156815345621
C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,Cytidine-5'-monophosphate,21.983673253367456
CSCC[C@@H](C(=O)O)N,Methionine,8.954917818867395
C1=CC=C(C=C1)C[C@@H](C(=O)O)N,Phenylalanine,31.03792951258723
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)CO)CCC4=CC(=O)CC[C@]34C,Desoxycortone,-4.58263433553339
C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,Mannitol,6.269673444176283
C([C@@H](C(=O)O)N)C(=O)N,Asparagine,2.555699561125647
CC(C)[C@@H](C(=O)O)N,Valine,-1.2764716423404276
C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,Tryptophan,46.89563994816781
CC[C@H](C)[C@@H](C(=O)O)N,l-Isoleucine,-0.4331372460070271
C(C[C@@H](C(=O)O)N)CN=C(N)N,Arginine,-3.284356084938863
C(=O)(C(F)(F)F)O,Trifluoroacetic acid,5.079211127797407
C1=CC=C2C(=C1)C(=O)C(=O)N2,Isatin,10.91758800887052
C1OC2=C(O1)C=C(C=C2)C(=O)O,Piperonylic acid,24.75213848617449
C1=CC2=C(C=C1Cl)SC(=N2)N,2-Amino-6-chlorobenzothiazole,58.46213951665784
C1=CSC(=C1)C=O,Thiophene-2-carbaldehyde,23.641019476039087
CC(C)(C)C1=CC(=C(C=C1)O)O,4-tert-Butylcatechol,36.97775289378799
COC1=CC=C(C=C1)C(=O)O,4-Methoxybenzoic acid,19.77082352286259
C(COCCO)O,DI(Hydroxyethyl)ether,17.530479583806834
COCCOCCO,2-(2-Methoxyethoxy)ethanol,32.13527720371244
C(COCCOCCO)O,Triethylene glycol,24.600923326250825
COCCOCCOCCOC,Triglyme,42.108952799368446
C(COCCOCCOCCO)O,Tetraethylene glycol,32.78970475825078
C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)O,Diphenylacetic acid,33.2690415411041
C1=CC=C2C(=C1)C=NN2,Indazole,41.54100241300441
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COP(=O)(O)O)O)C)O)F)C,Dexamethasone phosphate,-63.83864617649097
C(C[C@@H](C(=O)O)N)CNC(=O)N,Citrulline,15.415352634348496
C1=CC=C2C(=C1)C=CNC2=O,1-Hydroxyisoquinoline,37.56946665426815
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,Hesperidin,110.21538716509312
CN(C)CCC1=CNC2=C1C(=CC=C2)OP(=O)(O)O,Psilocybine,54.4720409181982
C1=CC(=C(C(=C1)Cl)OCC(=O)O)Cl,"(2,6-Dichlorophenoxy)acetic acid",41.0946155992396
